City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
191,Agadez,19.75,10.25,102.61,15,36,13.2,NE,2022-06-15 15:53:27
192,Igualada,41.581,1.6172,95.38,40,0,7.0,ES,2022-06-15 15:53:27
193,Port Elizabeth,-33.918,25.5701,49.32,84,75,20.71,ZA,2022-06-15 15:53:28
194,Rodrigues Alves,-7.738,-72.6509,79.0,44,30,1.16,BR,2022-06-15 15:53:29
195,Bereda,43.2686,-7.5406,88.18,37,82,6.73,ES,2022-06-15 15:53:29
196,Brokopondo,4.75,-55.1667,84.97,58,15,4.29,SR,2022-06-15 15:53:29
197,Alice Springs,-23.7,133.8833,49.55,66,4,5.75,AU,2022-06-15 15:53:30
198,Kanashevo,55.2169,62.0634,70.36,82,75,3.6,RU,2022-06-15 15:53:30
199,Kargopol,61.5071,38.9456,60.21,67,48,9.17,RU,2022-06-15 15:53:30
200,Vardo,70.3705,31.1107,44.58,81,75,13.8,NO,2022-06-15 15:53:31
201,Dauriya,49.9333,116.8667,56.68,85,12,3.13,RU,2022-06-15 15:53:31
202,Pokhara,28.2333,83.9833,79.03,57,93,4.94,NP,2022-06-15 15:53:32
203,Jackson,42.4165,-122.8345,56.01,72,0,1.99,US,2022-06-15 15:51:58
204,Danville,36.586,-79.395,88.88,66,33,3.0,US,2022-06-15 15:53:32
205,Hobyo,5.3505,48.5268,79.77,80,98,26.73,SO,2022-06-15 15:53:33
206,Shenjiamen,29.9576,122.298,71.49,94,96,6.87,CN,2022-06-15 15:53:33
207,Uralets,57.6614,59.6497,59.83,85,72,4.36,RU,2022-06-15 15:53:33
208,Bengkulu,-3.8004,102.2655,75.85,89,100,4.09,ID,2022-06-15 15:53:34
209,Namatanai,-3.6667,152.4333,78.87,80,92,7.25,PG,2022-06-15 15:53:34
210,Beaumont,30.0861,-94.1019,93.18,64,75,6.91,US,2022-06-15 15:53:35
211,Kastamonu,41.5,33.6667,64.69,71,60,8.72,TR,2022-06-15 15:53:35
212,Clyde River,70.4692,-68.5914,41.23,93,100,3.44,CA,2022-06-15 15:49:30
213,Ambon,-3.6954,128.1814,77.23,15,40,2.3,ID,2022-06-15 15:53:36
214,La Rioja,42.25,-2.5,96.58,23,25,7.56,ES,2022-06-15 15:53:37
215,Iroquois Falls,48.7669,-80.6831,75.51,63,96,12.62,CA,2022-06-15 15:53:37
216,Faanui,-16.4833,-151.75,80.15,76,34,22.19,PF,2022-06-15 15:53:37
217,Alihe,50.5667,123.7167,52.11,95,11,3.33,CN,2022-06-15 15:53:38
218,High Level,58.5169,-117.136,60.91,63,75,11.5,CA,2022-06-15 15:50:29
219,Mendi,-6.1761,143.6513,53.24,97,79,3.89,PG,2022-06-15 15:53:39
220,Miquelon,47.0975,-56.3814,59.0,74,100,1.43,PM,2022-06-15 15:53:39
221,Nantucket,41.2835,-70.0995,70.09,86,34,15.46,US,2022-06-15 15:53:40
222,Bambous Virieux,-20.3428,57.7575,71.22,94,75,18.41,MU,2022-06-15 15:50:26
223,Hami,42.8,93.45,90.99,15,73,14.5,CN,2022-06-15 15:53:41
224,Nioaque,-21.1353,-55.83,84.9,31,0,6.13,BR,2022-06-15 15:53:41
225,Vila Franca Do Campo,37.7167,-25.4333,73.2,75,70,7.61,PT,2022-06-15 15:49:04
226,Carnarvon,-24.8667,113.6333,69.87,94,100,13.8,AU,2022-06-15 15:53:42
227,Ginda,30.6945,78.4932,69.26,58,82,5.57,IN,2022-06-15 15:53:43
228,Caravelas,-17.7125,-39.2481,75.7,53,92,7.25,BR,2022-06-15 15:53:43
229,Hoquiam,46.9809,-123.8893,53.85,91,100,3.0,US,2022-06-15 15:53:44
230,Kaduna,10.5222,7.4383,84.22,50,90,4.88,NG,2022-06-15 15:53:44
231,Lebanon,36.2081,-86.2911,92.95,63,0,3.33,US,2022-06-15 15:54:44
232,Las Palmas,28.4204,-14.0131,72.39,69,20,17.27,ES,2022-06-15 15:54:45
233,Chisinau,47.0056,28.8575,75.63,31,0,8.05,MD,2022-06-15 15:53:13
234,Saint-Philippe,-21.3585,55.7679,71.19,86,37,15.82,RE,2022-06-15 15:54:46
235,Casablanca,33.5928,-7.6192,75.42,78,75,11.5,MA,2022-06-15 15:54:46
236,Puerto Quijarro,-17.7833,-57.7667,88.3,27,0,5.66,BO,2022-06-15 15:54:47
237,Coquimbo,-29.9533,-71.3436,55.13,71,0,2.3,CL,2022-06-15 15:54:47
238,Ternate,0.8,127.4,80.33,79,98,3.67,ID,2022-06-15 15:54:47
239,Hovd,48.0056,91.6419,74.14,29,38,5.66,MN,2022-06-15 15:54:48
240,Fayaoue,-20.65,166.5333,76.98,82,29,18.86,NC,2022-06-15 15:54:48
241,Elko,41.0002,-115.5012,55.74,38,0,5.01,US,2022-06-15 15:53:29
242,Rocha,-34.4833,-54.3333,63.07,63,100,4.5,UY,2022-06-15 15:54:49
243,Gari,59.4307,62.3497,63.34,71,31,4.74,RU,2022-06-15 15:54:49
244,Ericeira,38.9627,-9.4156,85.19,71,0,3.44,PT,2022-06-15 15:51:49
245,San Vicente,-26.6167,-54.1333,69.37,45,10,5.57,AR,2022-06-15 15:54:50
246,Namibe,-15.1961,12.1522,72.23,68,40,6.91,AO,2022-06-15 15:54:50
247,Sidney,-33.8679,151.2073,56.23,61,0,11.5,AU,2022-06-15 15:51:53
248,Tecoanapa,16.5167,-98.75,83.98,68,100,13.2,MX,2022-06-15 15:54:51
249,Byron Bay,-28.65,153.6167,58.95,84,0,4.21,AU,2022-06-15 15:54:52
250,Reichenau,50.9075,14.9563,81.75,39,23,1.01,PL,2022-06-15 15:54:52
251,Kalemie,-5.9475,29.1947,74.41,66,2,2.95,CD,2022-06-15 15:53:21
252,Yambio,4.5721,28.3955,74.8,73,100,4.5,SS,2022-06-15 15:54:53
253,Fortuna,40.5982,-124.1573,54.93,92,100,1.99,US,2022-06-15 15:54:53
254,Lasem,-6.6922,111.4527,78.66,87,84,5.79,ID,2022-06-15 15:54:54
255,Douglas,41.3,-96.167,64.38,92,100,17.27,US,2022-06-15 15:54:54
256,San Andres,12.5847,-81.7006,78.82,89,100,10.36,CO,2022-06-15 15:54:55
257,Vestmannaeyjar,63.4427,-20.2734,52.79,76,40,12.66,IS,2022-06-15 15:54:55
258,Yar-Sale,66.8333,70.8333,62.4,47,89,7.23,RU,2022-06-15 15:54:56
259,Northam,51.0333,-4.2167,62.38,65,56,8.21,GB,2022-06-15 15:54:56
260,Faya,18.3851,42.4509,84.72,26,65,4.9,SA,2022-06-15 15:54:56
261,Luderitz,-26.6481,15.1594,64.83,43,17,13.56,NA,2022-06-15 15:54:57
262,Chunskiy,56.0815,99.6342,61.99,96,100,3.22,RU,2022-06-15 15:54:57
263,Ilulissat,69.2167,-51.1,35.49,62,96,3.94,GL,2022-06-15 15:54:58
264,Tukums,56.9669,23.1553,65.55,51,9,10.22,LV,2022-06-15 15:54:58
265,Matamoros,25.5333,-103.25,84.92,35,6,15.82,MX,2022-06-15 15:54:58
266,Pitimbu,-7.4706,-34.8086,81.19,71,32,9.22,BR,2022-06-15 15:54:59
267,Jawhar,2.7809,45.5005,78.44,72,7,16.26,SO,2022-06-15 15:54:59
268,Mlandizi,-6.7,38.7333,76.95,68,64,6.35,TZ,2022-06-15 15:55:00
269,Genhe,50.7833,121.5167,51.24,93,75,4.0,CN,2022-06-15 15:55:00
270,Port Keats,-14.25,129.55,70.3,28,70,9.64,AU,2022-06-15 15:55:01
271,Henties Bay,-22.116,14.2845,61.11,63,0,7.83,NA,2022-06-15 15:55:01
272,Havre-Saint-Pierre,50.2334,-63.5986,66.56,63,0,8.05,CA,2022-06-15 15:55:02
273,Mranggen,-7.0268,110.5158,78.64,89,75,3.44,ID,2022-06-15 15:55:02
274,Carutapera,-1.195,-46.02,87.49,52,60,10.18,BR,2022-06-15 15:55:02
275,Ribeira Grande,38.5167,-28.7,72.0,73,40,10.36,PT,2022-06-15 15:56:03
276,Touros,-5.1989,-35.4608,84.43,53,2,14.65,BR,2022-06-15 15:56:03
277,Port Hardy,50.6996,-127.4199,51.98,82,75,3.44,CA,2022-06-15 15:56:04
278,Oranjemund,-28.55,16.4333,59.59,56,17,9.13,NA,2022-06-15 15:56:04
279,Natal,-5.795,-35.2094,88.02,58,40,13.8,BR,2022-06-15 15:55:57
280,Mokhsogollokh,61.4681,128.9203,48.99,95,19,4.05,RU,2022-06-15 15:56:05
281,Matagami,49.7502,-77.6328,68.11,64,20,9.22,CA,2022-06-15 15:56:05
282,Half Moon Bay,37.4636,-122.4286,75.87,67,0,0.0,US,2022-06-15 15:56:06
283,San Pedro,14.35,121.0167,83.43,83,75,3.44,PH,2022-06-15 15:53:05
284,Linfen,36.0889,111.5189,83.35,25,0,3.67,CN,2022-06-15 15:56:06
285,Wewak,-3.5534,143.6268,80.19,83,76,6.91,PG,2022-06-15 15:56:06
286,Innisfail,-17.5333,146.0333,70.05,84,100,5.37,AU,2022-06-15 15:56:07
287,Severo-Kurilsk,50.6789,156.125,46.81,89,99,6.53,RU,2022-06-15 15:56:07
288,Pisco,-13.7,-76.2167,65.01,68,20,6.91,PE,2022-06-15 15:56:08
289,Te Anau,-45.4167,167.7167,44.73,94,100,5.97,NZ,2022-06-15 15:56:08
290,Kachiry,53.0675,76.1036,59.54,74,74,6.85,KZ,2022-06-15 15:56:08
291,Nanortalik,60.1432,-45.2371,39.2,86,64,6.31,GL,2022-06-15 15:52:53
292,Dunedin,-45.8742,170.5036,46.8,61,41,1.01,NZ,2022-06-15 15:56:09
293,Tabuk,17.4189,121.4443,75.2,93,100,3.33,PH,2022-06-15 15:56:09
294,Ponta Do Sol,32.6667,-17.1,75.0,67,21,14.07,PT,2022-06-15 15:56:10
295,Riyadh,24.6877,46.7219,104.14,9,5,12.46,SA,2022-06-15 15:55:45
296,Jurm,36.8648,70.8342,72.82,38,27,3.27,AF,2022-06-15 15:56:10
297,Banda Aceh,5.5577,95.3222,79.95,74,100,10.63,ID,2022-06-15 15:56:10
298,Horsham,51.064,-0.3272,82.72,42,0,5.75,GB,2022-06-15 15:56:11
299,Acapulco,16.8634,-99.8901,83.21,73,100,13.56,MX,2022-06-15 15:56:11
300,Svetlogorsk,52.6333,29.7333,62.1,76,29,9.19,BY,2022-06-15 15:56:12
301,Tigil,57.8,158.6667,44.49,79,100,1.97,RU,2022-06-15 15:56:12
302,Hualmay,-11.0964,-77.6139,65.57,67,45,9.51,PE,2022-06-15 15:56:12
303,Tuatapere,-46.1333,167.6833,46.87,87,78,8.52,NZ,2022-06-15 15:56:13
304,Sobolevo,54.4299,31.8996,59.94,82,36,8.7,RU,2022-06-15 15:56:13
305,Khorinsk,52.1657,109.7726,62.98,47,79,4.52,RU,2022-06-15 15:56:14
306,Gazojak,41.1875,61.4036,91.33,16,0,13.24,TM,2022-06-15 15:56:14
307,Dikson,73.5069,80.5464,38.05,78,43,7.09,RU,2022-06-15 15:56:14
308,Churapcha,62.0025,132.4325,50.95,93,100,3.53,RU,2022-06-15 15:56:15
309,Haines Junction,60.7522,-137.5108,49.95,66,99,2.3,CA,2022-06-15 15:56:15
310,La Libertad,-2.2333,-80.9,76.66,69,0,16.11,EC,2022-06-15 15:56:16
311,Bikaner,28.0167,73.3,98.55,34,7,18.63,IN,2022-06-15 15:56:16
312,Kavaratti,10.5669,72.642,82.96,75,100,18.7,IN,2022-06-15 15:56:16
313,Parambu,-6.2111,-40.6944,84.4,45,72,10.89,BR,2022-06-15 15:56:17
314,Barras,-4.2444,-42.2944,86.94,46,6,6.11,BR,2022-06-15 15:56:17
315,Mecca,21.4267,39.8261,95.04,21,1,13.09,SA,2022-06-15 15:52:14
316,Ust-Tsilma,65.441,52.1498,65.93,38,10,6.82,RU,2022-06-15 15:56:18
317,Santa Marta,11.2408,-74.199,84.25,74,75,6.91,CO,2022-06-15 15:56:18
318,Thinadhoo,0.5333,72.9333,84.13,69,66,6.31,MV,2022-06-15 15:56:18
319,Tarutyne,46.1858,29.1506,71.38,41,73,11.14,UA,2022-06-15 15:56:19
320,Krasne,49.9145,24.6134,61.86,64,86,6.42,UA,2022-06-15 15:56:19
321,Hay River,60.8156,-115.7999,57.18,67,75,3.44,CA,2022-06-15 15:56:19
322,Kirkland Lake,48.1446,-80.0377,64.69,82,78,13.65,CA,2022-06-15 15:56:20
323,Arman,59.7,150.1667,46.02,94,100,2.26,RU,2022-06-15 15:57:20
324,Raga,8.4596,25.678,72.0,78,80,6.51,SS,2022-06-15 15:57:20
325,Tazovskiy,67.4667,78.7,54.3,88,100,8.28,RU,2022-06-15 15:57:21
326,Honningsvag,70.9821,25.9704,42.55,93,100,9.22,NO,2022-06-15 15:57:21
327,Neuquen,-38.9516,-68.0591,48.09,71,0,0.0,AR,2022-06-15 15:57:22
328,Bethel,41.3712,-73.414,81.36,58,65,1.01,US,2022-06-15 15:57:22
329,Zaysan,47.4667,84.8667,61.18,94,79,2.13,KZ,2022-06-15 15:57:22
330,Port Blair,11.6667,92.75,82.33,78,99,3.87,IN,2022-06-15 15:57:23
331,Lanxi,29.2195,119.477,73.65,85,100,0.74,CN,2022-06-15 15:57:23
332,Atasu,48.6814,71.6433,61.34,53,3,8.48,KZ,2022-06-15 15:57:23
333,Hirara,24.8,125.2833,81.52,81,100,14.12,JP,2022-06-15 15:57:24
334,Praia,14.9215,-23.5087,79.34,69,40,17.27,CV,2022-06-15 15:56:43
335,Gambissara,13.2382,-14.3108,92.34,47,96,8.28,SN,2022-06-15 15:57:24
336,Erzin,36.9559,36.2,76.01,72,0,6.55,TR,2022-06-15 15:57:25
337,Skovorodino,53.9833,123.9167,56.16,71,35,4.05,RU,2022-06-15 15:57:25
338,Buala,-8.145,159.5921,80.01,84,100,9.78,SB,2022-06-15 15:57:25
339,Tilichiki,60.4667,166.1,42.98,88,40,4.56,RU,2022-06-15 15:57:26
340,Baghdad,33.3406,44.4009,102.11,13,0,16.11,IQ,2022-06-15 15:53:32
341,Richards Bay,-28.783,32.0377,64.22,55,49,9.91,ZA,2022-06-15 15:57:27
342,Ruthin,53.1137,-3.3178,67.77,64,100,3.38,GB,2022-06-15 15:57:27
343,Gazanjyk,39.2446,55.5154,93.33,22,0,8.28,TM,2022-06-15 15:57:27
344,Mount Gambier,-37.8333,140.7667,53.51,94,75,14.97,AU,2022-06-15 15:57:28
345,Basco,20.4487,121.9702,84.42,75,69,8.61,PH,2022-06-15 15:57:28
346,Pangnirtung,66.1451,-65.7125,42.8,81,100,2.3,CA,2022-06-15 15:57:29
347,Phuket,8.0,98.25,86.13,89,20,3.44,TH,2022-06-15 15:57:30
348,Mitzic,0.7821,11.549,77.65,84,70,1.92,GA,2022-06-15 15:57:30
349,Souillac,-20.5167,57.5167,70.18,94,75,18.41,MU,2022-06-15 15:57:31
350,Ostrovnoy,68.0531,39.5131,52.65,68,100,14.36,RU,2022-06-15 15:57:31
351,Bubaque,11.2833,-15.8333,81.01,79,83,12.64,GW,2022-06-15 15:57:31
352,Altay,47.8667,88.1167,66.25,56,28,4.72,CN,2022-06-15 15:57:32
353,Beloha,-25.1667,45.05,70.43,67,53,3.89,MG,2022-06-15 15:57:32
354,Ponta Delgada,37.7333,-25.6667,70.52,83,75,6.91,PT,2022-06-15 15:57:33
355,Bilma,18.6853,12.9164,103.06,18,83,7.16,NE,2022-06-15 15:57:33
356,Yining,29.0361,114.5636,72.95,91,100,2.95,CN,2022-06-15 15:57:33
357,Vao,-22.6667,167.4833,73.24,82,100,22.35,NC,2022-06-15 15:57:34
358,Mitsamiouli,-11.3847,43.2844,78.3,78,3,5.55,KM,2022-06-15 15:57:34
359,Kovdor,67.5662,30.4758,47.98,92,100,10.45,RU,2022-06-15 15:57:35
360,Malanje,-9.5402,16.341,79.52,24,44,3.33,AO,2022-06-15 15:57:35
361,Poum,-20.2333,164.0167,76.51,81,3,14.83,NC,2022-06-15 15:57:35
362,Riverton,40.5219,-111.9391,61.23,47,0,3.0,US,2022-06-15 15:57:36
363,Whitehorse,60.7161,-135.0538,48.09,80,75,5.75,CA,2022-06-15 15:55:29
364,Bethanien,-26.502,17.1583,53.98,29,4,9.78,NA,2022-06-15 15:57:36
365,Somerset,40.5668,-74.5496,86.7,52,15,1.99,US,2022-06-15 15:57:36
366,Udine,46.0619,13.2422,84.76,48,40,5.99,IT,2022-06-15 15:57:37
367,Bekhteyevka,50.8072,37.2085,68.9,75,90,7.14,RU,2022-06-15 15:58:37
368,Nijar,36.9665,-2.206,85.66,65,0,5.75,ES,2022-06-15 15:58:37
369,Piojo,10.7485,-75.1078,81.16,70,100,8.34,CO,2022-06-15 15:58:38
370,Kloulklubed,7.0419,134.2556,83.26,78,89,11.43,PW,2022-06-15 15:58:38
371,Meulaboh,4.1363,96.1285,75.33,89,100,6.96,ID,2022-06-15 15:58:39
372,Awjilah,29.1081,21.2869,93.06,20,0,7.96,LY,2022-06-15 15:58:39
373,San Julian,21.0167,-102.1667,71.04,51,65,11.54,MX,2022-06-15 15:58:39
374,Houma,29.5958,-90.7195,90.0,70,4,1.99,US,2022-06-15 15:58:40
375,Nara,34.6851,135.8049,69.12,81,100,1.03,JP,2022-06-15 15:58:40
376,Mimongo,-1.6195,11.6068,77.7,75,94,3.49,GA,2022-06-15 15:58:40
377,Kruisfontein,-34.0033,24.7314,46.89,68,56,15.7,ZA,2022-06-15 15:58:41
378,Abu Samrah,35.3029,37.1841,84.94,34,2,14.7,SY,2022-06-15 15:58:41
379,Esmeraldas,-19.7625,-44.3139,71.71,38,100,4.85,BR,2022-06-15 15:58:41
380,Esna,25.2934,32.554,98.62,15,12,17.29,EG,2022-06-15 15:58:42
381,Semnan,35.5729,53.3971,87.04,23,0,7.34,IR,2022-06-15 15:58:42
382,Turukhansk,65.8167,87.9833,66.9,61,90,9.28,RU,2022-06-15 15:58:42
